so_number,product_code,quantity,unit_price,line_total,order_date,customer_code,customer_name,province_name,product_name,color,line_name,group_code,group_name,fiscal_year,fiscal_month
BH26.0476,1000270020220000,1.0,957777.0,957777.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000230020090000,1.0,896666.0,896666.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000250020220000,1.0,957777.0,957777.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000250020050000,1.0,957777.0,957777.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000230002013000,1.0,1813333.0,1813333.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000230002023000,1.0,1813333.0,1813333.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000122002009001,1.0,1324444.0,1324444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000240020090000,1.0,957777.0,957777.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000224002024000,1.0,1568888.0,1568888.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000225002002000,2.0,1630000.0,3260000.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000225002023000,2.0,1630000.0,3260000.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000226003002000,1.0,1697222.0,1697222.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000226003014000,1.0,1697222.0,1697222.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000226003023000,2.0,1697222.0,3394444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000230002013000,1.0,1813333.0,1813333.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000230002002000,1.0,1813333.0,1813333.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000230002023000,1.0,1813333.0,1813333.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000231002002000,1.0,2186111.0,2186111.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000231002023000,1.0,2186111.0,2186111.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000216003001000,1.0,1544444.0,1544444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000216003008000,1.0,1544444.0,1544444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000217003001000,1.0,1605555.0,1605555.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000217003008000,1.0,1605555.0,1605555.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000219002012000,1.0,1758333.0,1758333.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000219002022000,1.0,1758333.0,1758333.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000320050010000,1.0,2974444.0,2974444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000320050020000,1.0,2974444.0,2974444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000400050010000,1.0,2974444.0,2974444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,1000400050020000,1.0,2974444.0,2974444.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0476,000117002023000,1.0,957777.0,957777.0,2026-01-31,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,,,,,,2026,1
BH26.0477,000125002013000,2.0,1324444.0,2648888.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000125002023000,3.0,1324444.0,3973332.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000217003001000,4.0,1605555.0,6422220.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000217003005000,2.0,1605555.0,3211110.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000217003008000,4.0,1605555.0,6422220.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000216003001000,4.0,1544444.0,6177776.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000216003008000,4.0,1544444.0,6177776.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000216003005000,2.0,1544444.0,3088888.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000131002004005,2.0,1183796.0,2367592.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0477,000131002019002,3.0,1183796.0,3551388.0,2026-01-31,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,,,,,,2026,1
BH26.0478,000125002023000,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000125002013000,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000224002023000,1.0,1568888.0,1568888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000224002004000,1.0,1568888.0,1568888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000224002009000,1.0,1568888.0,1568888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000240020090000,1.0,957777.0,957777.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000240020220000,1.0,957777.0,957777.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000337002008000,1.0,1636111.0,1636111.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000125002002000,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000125002009000,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000122002009001,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000122002022000,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000132002003001,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000132002022001,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000132002001001,1.0,1324444.0,1324444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000131002019002,1.0,1183796.0,1183796.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000131002001002,1.0,1183796.0,1183796.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000131002004005,1.0,1183796.0,1183796.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000117002023000,1.0,957777.0,957777.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000225002025000,1.0,1630000.0,1630000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000225002024000,1.0,1630000.0,1630000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000225002009000,1.0,1630000.0,1630000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000225002023000,1.0,1630000.0,1630000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000225002015000,1.0,1630000.0,1630000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000225002004000,1.0,1630000.0,1630000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000225002002000,1.0,1630000.0,1630000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000224002026000,1.0,1568888.0,1568888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000224002024000,1.0,1568888.0,1568888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000224002015000,1.0,1568888.0,1568888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000224002002000,1.0,1568888.0,1568888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000230002009000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000230002013000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000230002023000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000230002014000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000230002002000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000226003015000,1.0,1697222.0,1697222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000226003014000,1.0,1697222.0,1697222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000226003023000,1.0,1697222.0,1697222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000226003002000,1.0,1697222.0,1697222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000217003005000,1.0,1605555.0,1605555.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000217003008000,1.0,1605555.0,1605555.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000217003001000,1.0,1605555.0,1605555.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000216003008000,1.0,1544444.0,1544444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000216003001000,1.0,1544444.0,1544444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000216003005000,1.0,1544444.0,1544444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000331002001000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000331002008000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000331002022000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000331002004000,1.0,1813333.0,1813333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000337002022000,1.0,1636111.0,1636111.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000337002001000,1.0,1636111.0,1636111.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000401002016000,2.0,1544444.0,3088888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000214004000000,1.0,1544444.0,1544444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000217002001000,1.0,1483333.0,1483333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000216002001000,1.0,1422222.0,1422222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000209002007000,1.0,1483333.0,1483333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000209002025000,1.0,1483333.0,1483333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000209002003000,1.0,1483333.0,1483333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000335002013000,1.0,2118888.0,2118888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000335002004000,1.0,2118888.0,2118888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000335002001000,1.0,2118888.0,2118888.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000333002022002,1.0,2308333.0,2308333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000333002008000,1.0,2308333.0,2308333.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000231002023000,1.0,2186111.0,2186111.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000231002002000,1.0,2186111.0,2186111.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000232003009000,1.0,2247222.0,2247222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000232003002000,1.0,2247222.0,2247222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000232003008000,1.0,2247222.0,2247222.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000233003022001,1.0,2369444.0,2369444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000400050020000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000400050200000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000400050010000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000400050080010,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000320050020000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000320050200000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,1000320050010000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,100029005090000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,100029005220000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,100029005010000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,100029005080000,1.0,2974444.0,2974444.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000413002001000,1.0,2730000.0,2730000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0478,000413002022000,1.0,2730000.0,2730000.0,2026-01-31,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,,,,,,2026,1
BH26.0479,000230002013000,2.0,1813333.0,3626666.0,2026-01-31,KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,,,,,,2026,1
BH26.0479,000230002023000,2.0,1813333.0,3626666.0,2026-01-31,KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,,,,,,2026,1
BH26.0479,000226003023000,2.0,1697222.0,3394444.0,2026-01-31,KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,,,,,,2026,1
BH26.0479,000125002023000,2.0,1324444.0,2648888.0,2026-01-31,KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,,,,,,2026,1
BH26.0479,000230002014000,1.0,1813333.0,1813333.0,2026-01-31,KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,,,,,,2026,1
BH26.0479,000125002023000,1.0,1324444.0,1324444.0,2026-01-31,KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,,,,,,2026,1
BH26.0480,000230002023000,2.0,1813333.0,3626666.0,2026-01-31,KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,,,,,,2026,1
BH26.0480,000230002002000,1.0,1813333.0,1813333.0,2026-01-31,KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,,,,,,2026,1
BH26.0480,000230002023000,3.0,1813333.0,5439999.0,2026-01-31,KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,,,,,,2026,1
BH26.0480,000230002009000,2.0,1813333.0,3626666.0,2026-01-31,KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,,,,,,2026,1
BH26.0480,000207004000000,2.0,1544444.0,3088888.0,2026-01-31,KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,,,,,,2026,1
BH26.0481,000230002023000,3.0,1813333.0,5439999.0,2026-01-31,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,,,,,,2026,1
BH26.0481,000230002002000,2.0,1813333.0,3626666.0,2026-01-31,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,,,,,,2026,1
BH26.0481,000230002009000,1.0,1813333.0,1813333.0,2026-01-31,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,,,,,,2026,1
BH26.0481,000230002013000,2.0,1813333.0,3626666.0,2026-01-31,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,,,,,,2026,1
BH26.0481,000219002012000,2.0,1758333.0,3516666.0,2026-01-31,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,,,,,,2026,1
BH26.0481,000225002015000,4.0,1630000.0,6520000.0,2026-01-31,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,,,,,,2026,1
BH26.0481,000225002002000,3.0,1630000.0,4890000.0,2026-01-31,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,,,,,,2026,1
BH26.0482,000401002016000,10.0,1544444.0,15444440.0,2026-01-31,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,,,,,,2026,1
BH26.0482,000401002016000,40.0,1544444.0,61777760.0,2026-01-31,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,,,,,,2026,1
BH26.0482,1040010000080000,10.0,1340740.0,13407400.0,2026-01-31,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,,,,,,2026,1
BH26.0482,000125002023000,10.0,1324444.0,13244440.0,2026-01-31,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,,,,,,2026,1
BH26.0482,000125002013000,10.0,1324444.0,13244440.0,2026-01-31,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,,,,,,2026,1
BH26.0482,000216003001000,20.0,1544444.0,30888880.0,2026-01-31,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,,,,,,2026,1
BH26.0482,000216003008000,25.0,1544444.0,38611100.0,2026-01-31,KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,,,,,,2026,1
